id	k	g	s
8477	0.650	0.300	0.700
8478	0.650	0.400	0.700
8479	0.650	0.500	0.700
8480	0.650	0.600	0.700
8481	0.650	0.700	0.700
8482	0.650	0.800	0.700
8483	0.650	0.900	0.700
8484	0.750	0.000	0.700
8485	0.750	0.100	0.700
8486	0.750	0.200	0.700
8487	0.750	0.300	0.700
8488	0.750	0.400	0.700
8489	0.750	0.500	0.700
8490	0.750	0.600	0.700
8491	0.750	0.700	0.700
8492	0.750	0.800	0.700
8493	0.750	0.900	0.700
8494	0.850	0.000	0.700
8495	0.850	0.100	0.700
8496	0.850	0.200	0.700
8497	0.850	0.300	0.700
8498	0.850	0.400	0.700
8499	0.850	0.500	0.700
8500	0.850	0.600	0.700
8501	0.850	0.700	0.700
8502	0.850	0.800	0.700
8503	0.850	0.900	0.700
8504	0.950	0.000	0.700
8505	0.950	0.100	0.700
8506	0.950	0.200	0.700
8507	0.950	0.300	0.700
8508	0.950	0.400	0.700
8509	0.950	0.500	0.700
8510	0.950	0.600	0.700
8511	0.950	0.700	0.700
8512	0.950	0.800	0.700
8513	0.950	0.900	0.700
8514	1.050	0.000	0.700
8515	1.050	0.100	0.700
8516	1.050	0.200	0.700
8517	1.050	0.300	0.700
8518	1.050	0.400	0.700
8519	1.050	0.500	0.700
8520	1.050	0.600	0.700
8521	1.050	0.700	0.700
8522	1.050	0.800	0.700
8523	1.050	0.900	0.700
8524	1.150	0.000	0.700
8525	1.150	0.100	0.700
8526	1.150	0.200	0.700
8527	1.150	0.300	0.700
8528	1.150	0.400	0.700
8529	1.150	0.500	0.700
8530	1.150	0.600	0.700
8531	1.150	0.700	0.700
8532	1.150	0.800	0.700
8533	1.150	0.900	0.700
8534	1.250	0.000	0.700
8535	1.250	0.100	0.700
8536	1.250	0.200	0.700
8537	1.250	0.300	0.700
8538	1.250	0.400	0.700
8539	1.250	0.500	0.700
8540	1.250	0.600	0.700
8541	1.250	0.700	0.700
8542	1.250	0.800	0.700
8543	1.250	0.900	0.700
8544	1.350	0.000	0.700
8545	1.350	0.100	0.700
8546	1.350	0.200	0.700
8547	1.350	0.300	0.700
8548	1.350	0.400	0.700
8549	1.350	0.500	0.700
8550	1.350	0.600	0.700
8551	1.350	0.700	0.700
8552	1.350	0.800	0.700
8553	1.350	0.900	0.700
8554	1.450	0.000	0.700
8555	1.450	0.100	0.700
8556	1.450	0.200	0.700
8557	1.450	0.300	0.700
8558	1.450	0.400	0.700
8559	1.450	0.500	0.700
8560	1.450	0.600	0.700
8561	1.450	0.700	0.700
8562	1.450	0.800	0.700
8563	1.450	0.900	0.700
8564	1.550	0.000	0.700
8565	1.550	0.100	0.700
8566	1.550	0.200	0.700
8567	1.550	0.300	0.700
8568	1.550	0.400	0.700
8569	1.550	0.500	0.700
8570	1.550	0.600	0.700
8571	1.550	0.700	0.700
8572	1.550	0.800	0.700
8573	1.550	0.900	0.700
8574	1.650	0.000	0.700
8575	1.650	0.100	0.700
8576	1.650	0.200	0.700
8577	1.650	0.300	0.700
8578	1.650	0.400	0.700
8579	1.650	0.500	0.700
8580	1.650	0.600	0.700
8581	1.650	0.700	0.700
8582	1.650	0.800	0.700
8583	1.650	0.900	0.700
8586	0.050	0.200	0.200
8587	0.050	0.300	0.200
8588	0.050	0.400	0.200
8589	0.050	0.500	0.200
8590	0.050	0.600	0.200
8591	0.050	0.700	0.200
8592	0.050	0.800	0.200
8593	0.050	0.900	0.200
8594	0.150	0.000	0.200
8595	0.150	0.100	0.200
8596	0.150	0.200	0.200
8597	0.150	0.300	0.200
8598	0.150	0.400	0.200
8599	0.150	0.500	0.200
8600	0.150	0.600	0.200
8601	0.150	0.700	0.200
8602	0.150	0.800	0.200
8603	0.150	0.900	0.200
8604	0.250	0.000	0.200
8605	0.250	0.100	0.200
8606	0.250	0.200	0.200
8607	0.250	0.300	0.200
8608	0.250	0.400	0.200
8609	0.250	0.500	0.200
8610	0.250	0.600	0.200
8611	0.250	0.700	0.200
8612	0.250	0.800	0.200
8613	0.250	0.900	0.200
8614	0.350	0.000	0.200
8615	0.350	0.100	0.200
8616	0.350	0.200	0.200
8617	0.350	0.300	0.200
8618	0.350	0.400	0.200
8619	0.350	0.500	0.200
8620	0.350	0.600	0.200
8621	0.350	0.700	0.200
8622	0.350	0.800	0.200
8623	0.350	0.900	0.200
8624	0.450	0.000	0.200
8625	0.450	0.100	0.200
8626	0.450	0.200	0.200
8627	0.450	0.300	0.200
8628	0.450	0.400	0.200
8629	0.450	0.500	0.200
8630	0.450	0.600	0.200
8631	0.450	0.700	0.200
8632	0.450	0.800	0.200
8633	0.450	0.900	0.200
8634	0.550	0.000	0.200
8635	0.550	0.100	0.200
8636	0.550	0.200	0.200
8637	0.550	0.300	0.200
8638	0.550	0.400	0.200
8639	0.550	0.500	0.200
8640	0.550	0.600	0.200
8641	0.550	0.700	0.200
8642	0.550	0.800	0.200
8643	0.550	0.900	0.200
8644	0.650	0.000	0.200
8645	0.650	0.100	0.200
8646	0.650	0.200	0.200
8647	0.650	0.300	0.200
8648	0.650	0.400	0.200
8649	0.650	0.500	0.200
8650	0.650	0.600	0.200
8651	0.650	0.700	0.200
8652	0.650	0.800	0.200
8653	0.650	0.900	0.200
8654	0.750	0.000	0.200
8655	0.750	0.100	0.200
8656	0.750	0.200	0.200
8657	0.750	0.300	0.200
8658	0.750	0.400	0.200
8659	0.750	0.500	0.200
8660	0.750	0.600	0.200
8661	0.750	0.700	0.200
8662	0.750	0.800	0.200
8663	0.750	0.900	0.200
8664	0.850	0.000	0.200
8665	0.850	0.100	0.200
8666	0.850	0.200	0.200
8667	0.850	0.300	0.200
8668	0.850	0.400	0.200
8669	0.850	0.500	0.200
8670	0.850	0.600	0.200
8671	0.850	0.700	0.200
8672	0.850	0.800	0.200
8673	0.850	0.900	0.200
8675	0.950	0.100	0.200
8676	0.950	0.200	0.200
8677	0.950	0.300	0.200
8678	0.950	0.400	0.200
8679	0.950	0.500	0.200
8680	0.950	0.600	0.200
8681	0.950	0.700	0.200
8682	0.950	0.800	0.200
8683	0.950	0.900	0.200
8685	1.050	0.100	0.200
8686	1.050	0.200	0.200
8687	1.050	0.300	0.200
8688	1.050	0.400	0.200
8689	1.050	0.500	0.200
8690	1.050	0.600	0.200
8691	1.050	0.700	0.200
8692	1.050	0.800	0.200
8693	1.050	0.900	0.200
8694	1.150	0.000	0.200
8695	1.150	0.100	0.200
8696	1.150	0.200	0.200
8697	1.150	0.300	0.200
8698	1.150	0.400	0.200
8699	1.150	0.500	0.200
8700	1.150	0.600	0.200
8701	1.150	0.700	0.200
8702	1.150	0.800	0.200
8703	1.150	0.900	0.200
8704	1.250	0.000	0.200
8705	1.250	0.100	0.200
8706	1.250	0.200	0.200
8707	1.250	0.300	0.200
8708	1.250	0.400	0.200
8709	1.250	0.500	0.200
8710	1.250	0.600	0.200
8711	1.250	0.700	0.200
8712	1.250	0.800	0.200
8713	1.250	0.900	0.200
8714	1.350	0.000	0.200
8715	1.350	0.100	0.200
8716	1.350	0.200	0.200
8717	1.350	0.300	0.200
8718	1.350	0.400	0.200
8719	1.350	0.500	0.200
8720	1.350	0.600	0.200
8721	1.350	0.700	0.200
8722	1.350	0.800	0.200
8723	1.350	0.900	0.200
8724	1.450	0.000	0.200
8725	1.450	0.100	0.200
8726	1.450	0.200	0.200
8727	1.450	0.300	0.200
8728	1.450	0.400	0.200
8729	1.450	0.500	0.200
8730	1.450	0.600	0.200
8731	1.450	0.700	0.200
8732	1.450	0.800	0.200
8733	1.450	0.900	0.200
8734	1.550	0.000	0.200
8735	1.550	0.100	0.200
8736	1.550	0.200	0.200
8737	1.550	0.300	0.200
8738	1.550	0.400	0.200
8739	1.550	0.500	0.200
8740	1.550	0.600	0.200
8741	1.550	0.700	0.200
8742	1.550	0.800	0.200
8743	1.550	0.900	0.200
8744	1.650	0.000	0.200
8745	1.650	0.100	0.200
8746	1.650	0.200	0.200
8747	1.650	0.300	0.200
8748	1.650	0.400	0.200
8749	1.650	0.500	0.200
8750	1.650	0.600	0.200
8751	1.650	0.700	0.200
8752	1.650	0.800	0.200
8753	1.650	0.900	0.200
8754	0.050	0.000	0.400
8755	0.050	0.100	0.400
8756	0.050	0.200	0.400
8757	0.050	0.300	0.400
8758	0.050	0.400	0.400
8759	0.050	0.500	0.400
8760	0.050	0.600	0.400
8761	0.050	0.700	0.400
8762	0.050	0.800	0.400
8763	0.050	0.900	0.400
8764	0.150	0.000	0.400
8765	0.150	0.100	0.400
8766	0.150	0.200	0.400
8767	0.150	0.300	0.400
8768	0.150	0.400	0.400
8769	0.150	0.500	0.400
8770	0.150	0.600	0.400
8771	0.150	0.700	0.400
8772	0.150	0.800	0.400
8773	0.150	0.900	0.400
8774	0.250	0.000	0.400
8775	0.250	0.100	0.400
8776	0.250	0.200	0.400
8777	0.250	0.300	0.400
8778	0.250	0.400	0.400
8779	0.250	0.500	0.400
8780	0.250	0.600	0.400
8781	0.250	0.700	0.400
8782	0.250	0.800	0.400
8783	0.250	0.900	0.400
8784	0.350	0.000	0.400
8785	0.350	0.100	0.400
8786	0.350	0.200	0.400
8787	0.350	0.300	0.400
8788	0.350	0.400	0.400
8789	0.350	0.500	0.400
8790	0.350	0.600	0.400
8791	0.350	0.700	0.400
8792	0.350	0.800	0.400
8793	0.350	0.900	0.400
8794	0.450	0.000	0.400
8795	0.450	0.100	0.400
8796	0.450	0.200	0.400
8797	0.450	0.300	0.400
8798	0.450	0.400	0.400
8799	0.450	0.500	0.400
8800	0.450	0.600	0.400
8801	0.450	0.700	0.400
8802	0.450	0.800	0.400
8803	0.450	0.900	0.400
8804	0.550	0.000	0.400
8805	0.550	0.100	0.400
8806	0.550	0.200	0.400
8807	0.550	0.300	0.400
8808	0.550	0.400	0.400
8809	0.550	0.500	0.400
8810	0.550	0.600	0.400
8811	0.550	0.700	0.400
8812	0.550	0.800	0.400
8813	0.550	0.900	0.400
8814	0.650	0.000	0.400
8815	0.650	0.100	0.400
8816	0.650	0.200	0.400
8817	0.650	0.300	0.400
8818	0.650	0.400	0.400
8819	0.650	0.500	0.400
8820	0.650	0.600	0.400
8821	0.650	0.700	0.400
8822	0.650	0.800	0.400
8823	0.650	0.900	0.400
8824	0.750	0.000	0.400
8825	0.750	0.100	0.400
8826	0.750	0.200	0.400
8827	0.750	0.300	0.400
8828	0.750	0.400	0.400
8829	0.750	0.500	0.400
8830	0.750	0.600	0.400
8831	0.750	0.700	0.400
8832	0.750	0.800	0.400
8833	0.750	0.900	0.400
8834	0.850	0.000	0.400
8835	0.850	0.100	0.400
8836	0.850	0.200	0.400
8837	0.850	0.300	0.400
8838	0.850	0.400	0.400
8839	0.850	0.500	0.400
8840	0.850	0.600	0.400
8841	0.850	0.700	0.400
8842	0.850	0.800	0.400
8843	0.850	0.900	0.400
8844	0.950	0.000	0.400
8845	0.950	0.100	0.400
8846	0.950	0.200	0.400
8847	0.950	0.300	0.400
8848	0.950	0.400	0.400
8849	0.950	0.500	0.400
8850	0.950	0.600	0.400
8851	0.950	0.700	0.400
8852	0.950	0.800	0.400
8853	0.950	0.900	0.400
8854	1.050	0.000	0.400
8855	1.050	0.100	0.400
8856	1.050	0.200	0.400
8857	1.050	0.300	0.400
8858	1.050	0.400	0.400
8859	1.050	0.500	0.400
8860	1.050	0.600	0.400
8861	1.050	0.700	0.400
8862	1.050	0.800	0.400
8863	1.050	0.900	0.400
8864	1.150	0.000	0.400
8865	1.150	0.100	0.400
8866	1.150	0.200	0.400
8867	1.150	0.300	0.400
8868	1.150	0.400	0.400
8869	1.150	0.500	0.400
8870	1.150	0.600	0.400
8871	1.150	0.700	0.400
8872	1.150	0.800	0.400
8873	1.150	0.900	0.400
8874	1.250	0.000	0.400
8875	1.250	0.100	0.400
8876	1.250	0.200	0.400
8877	1.250	0.300	0.400
8878	1.250	0.400	0.400
8879	1.250	0.500	0.400
8880	1.250	0.600	0.400
8881	1.250	0.700	0.400
8882	1.250	0.800	0.400
8883	1.250	0.900	0.400
8884	1.350	0.000	0.400
8885	1.350	0.100	0.400
8886	1.350	0.200	0.400
8887	1.350	0.300	0.400
8888	1.350	0.400	0.400
8889	1.350	0.500	0.400
8890	1.350	0.600	0.400
8891	1.350	0.700	0.400
8892	1.350	0.800	0.400
8893	1.350	0.900	0.400
8894	1.450	0.000	0.400
8895	1.450	0.100	0.400
8896	1.450	0.200	0.400
8897	1.450	0.300	0.400
8898	1.450	0.400	0.400
8899	1.450	0.500	0.400
8900	1.450	0.600	0.400
8901	1.450	0.700	0.400
8902	1.450	0.800	0.400
8903	1.450	0.900	0.400
8904	1.550	0.000	0.400
8905	1.550	0.100	0.400
8906	1.550	0.200	0.400
8907	1.550	0.300	0.400
8908	1.550	0.400	0.400
8909	1.550	0.500	0.400
8910	1.550	0.600	0.400
8911	1.550	0.700	0.400
8912	1.550	0.800	0.400
8913	1.550	0.900	0.400
8914	1.650	0.000	0.400
8915	1.650	0.100	0.400
8916	1.650	0.200	0.400
8917	1.650	0.300	0.400
8918	1.650	0.400	0.400
8919	1.650	0.500	0.400
8920	1.650	0.600	0.400
8921	1.650	0.700	0.400
8922	1.650	0.800	0.400
8923	1.650	0.900	0.400
12726	0.350	0.250	0.200
12725	0.350	0.250	0.100
12724	0.350	0.250	0.000
8952	0.250	0.700	0.100
8953	0.250	0.800	0.100
8961	0.350	0.600	0.100
8962	0.350	0.700	0.100
8970	0.450	0.500	0.100
8971	0.450	0.600	0.100
8973	0.450	0.800	0.100
12683	1.000	1.400	0.900
12682	1.000	1.400	0.800
8977	0.550	0.200	0.100
12681	1.000	1.400	0.700
8979	0.550	0.400	0.100
8980	0.550	0.500	0.100
12680	1.000	1.400	0.600
12679	1.000	1.400	0.500
12678	1.000	1.400	0.400
12677	1.000	1.400	0.300
12676	1.000	1.400	0.200
12675	1.000	1.400	0.100
12674	1.000	1.400	0.000
8988	0.650	0.300	0.100
8989	0.650	0.400	0.100
8997	0.750	0.200	0.100
8998	0.750	0.300	0.100
9000	0.750	0.500	0.100
9005	0.850	0.000	0.100
9006	0.850	0.100	0.100
9007	0.850	0.200	0.100
9015	0.950	0.000	0.100
9016	0.950	0.100	0.100
9025	1.050	0.000	0.100
9026	1.050	0.100	0.100
9035	1.150	0.000	0.100
9036	1.150	0.100	0.100
9037	1.150	0.200	0.100
9047	1.250	0.200	0.100
9048	1.250	0.300	0.100
9052	1.250	0.700	0.100
9058	1.350	0.300	0.100
9059	1.350	0.400	0.100
9069	1.450	0.400	0.100
9070	1.450	0.500	0.100
9078	1.550	0.300	0.100
9080	1.550	0.500	0.100
9081	1.550	0.600	0.100
9091	1.650	0.600	0.100
9092	1.650	0.700	0.100
9095	0.050	0.000	0.100
9096	0.050	0.100	0.100
9097	0.050	0.200	0.100
9098	0.050	0.300	0.100
9099	0.050	0.400	0.100
9100	0.050	0.500	0.100
9101	0.050	0.600	0.100
9102	0.050	0.700	0.100
9103	0.050	0.800	0.100
9104	0.050	0.900	0.100
9105	0.150	0.000	0.100
9106	0.150	0.100	0.100
9107	0.150	0.200	0.100
9108	0.150	0.300	0.100
9109	0.150	0.400	0.100
9110	0.150	0.500	0.100
9111	0.150	0.600	0.100
9112	0.150	0.700	0.100
9113	0.150	0.800	0.100
9114	0.150	0.900	0.100
9115	0.250	0.900	0.100
9116	0.350	0.900	0.100
9117	0.450	0.900	0.100
9118	0.550	0.900	0.100
9119	0.650	0.900	0.100
9120	0.750	0.900	0.100
9121	0.850	0.900	0.100
9122	0.950	0.900	0.100
9123	1.050	0.900	0.100
9124	1.150	0.900	0.100
9125	1.250	0.900	0.100
9126	1.350	0.900	0.100
9127	1.450	0.900	0.100
9128	1.550	0.900	0.100
9129	1.650	0.900	0.100
9130	0.250	0.000	0.100
9131	0.250	0.100	0.100
9132	0.250	0.200	0.100
9133	0.250	0.300	0.100
9134	0.250	0.400	0.100
9135	0.250	0.500	0.100
9136	0.350	0.000	0.100
9137	0.350	0.100	0.100
9138	0.350	0.200	0.100
9139	0.350	0.300	0.100
9140	0.350	0.400	0.100
9141	0.350	0.500	0.100
9142	0.450	0.000	0.100
9143	0.450	0.100	0.100
9144	0.450	0.200	0.100
9145	0.450	0.300	0.100
9146	0.450	0.400	0.100
9147	0.650	0.000	0.100
9148	0.650	0.100	0.100
9149	0.750	0.000	0.100
9150	0.750	0.100	0.100
9151	1.250	0.000	0.100
9152	1.250	0.100	0.100
9153	1.350	0.000	0.100
9154	1.350	0.100	0.100
9155	1.450	0.000	0.100
9156	1.450	0.100	0.100
9157	1.550	0.000	0.100
9158	1.550	0.100	0.100
9159	1.650	0.000	0.100
9160	1.650	0.100	0.100
9161	1.450	0.300	0.100
9162	1.650	0.300	0.100
9163	1.350	0.200	0.100
9164	1.450	0.200	0.100
9165	1.550	0.200	0.100
9166	1.650	0.200	0.100
9167	0.250	0.600	0.100
9168	0.550	0.000	0.100
9169	0.550	0.100	0.100
9170	0.550	0.300	0.100
9171	0.650	0.200	0.100
9172	1.550	0.400	0.100
9173	1.650	0.400	0.100
9174	1.650	0.500	0.100
9175	0.350	0.800	0.100
9176	0.550	0.800	0.100
9177	0.650	0.800	0.100
9178	0.750	0.800	0.100
9179	0.850	0.800	0.100
9180	0.950	0.800	0.100
9181	1.050	0.800	0.100
9182	1.150	0.800	0.100
9183	1.250	0.800	0.100
9184	1.350	0.800	0.100
9185	1.450	0.800	0.100
9186	1.550	0.800	0.100
9187	0.450	0.700	0.100
9188	0.550	0.700	0.100
9189	0.650	0.700	0.100
9190	0.750	0.700	0.100
9191	0.850	0.700	0.100
9192	0.950	0.700	0.100
9193	1.050	0.700	0.100
9194	1.150	0.700	0.100
9195	1.350	0.700	0.100
9196	1.450	0.700	0.100
9197	1.550	0.700	0.100
9198	0.550	0.600	0.100
9199	0.650	0.600	0.100
9200	0.750	0.600	0.100
9201	0.850	0.600	0.100
9202	0.950	0.600	0.100
9203	1.050	0.600	0.100
9204	1.150	0.600	0.100
9205	1.250	0.600	0.100
9206	1.350	0.600	0.100
9207	1.450	0.600	0.100
9208	0.650	0.500	0.100
9209	0.850	0.500	0.100
9210	0.950	0.500	0.100
9211	1.050	0.500	0.100
9212	1.150	0.500	0.100
9213	1.250	0.500	0.100
9214	1.350	0.500	0.100
9215	0.750	0.400	0.100
9216	0.850	0.400	0.100
9217	0.950	0.400	0.100
9218	1.050	0.400	0.100
9219	1.150	0.400	0.100
9220	1.250	0.400	0.100
9221	0.850	0.300	0.100
9222	0.950	0.300	0.100
9223	1.050	0.300	0.100
9224	1.150	0.300	0.100
9225	0.950	0.200	0.100
9226	1.050	0.200	0.100
9227	1.650	0.800	0.100
9228	0.950	0.000	0.200
9365	0.050	1.000	0.100
9366	0.050	1.100	0.100
9367	0.050	1.200	0.100
9368	0.050	1.300	0.100
9369	0.050	1.400	0.100
9370	0.050	1.500	0.100
9371	0.050	1.600	0.100
9372	0.050	1.700	0.100
9373	0.150	1.000	0.100
9374	0.150	1.100	0.100
9375	0.150	1.200	0.100
9376	0.150	1.300	0.100
9377	0.150	1.400	0.100
9378	0.150	1.500	0.100
9379	0.150	1.600	0.100
9380	0.150	1.700	0.100
9381	0.250	1.000	0.100
9382	0.250	1.100	0.100
9383	0.250	1.200	0.100
9384	0.250	1.300	0.100
9385	0.250	1.400	0.100
9386	0.250	1.500	0.100
9387	0.250	1.600	0.100
9388	0.250	1.700	0.100
9389	0.350	1.000	0.100
9390	0.350	1.100	0.100
9391	0.350	1.200	0.100
9392	0.350	1.300	0.100
9393	0.350	1.400	0.100
9394	0.350	1.500	0.100
9395	0.350	1.600	0.100
9396	0.350	1.700	0.100
9397	0.450	1.000	0.100
9398	0.450	1.100	0.100
9399	0.450	1.200	0.100
9400	0.450	1.300	0.100
9401	0.450	1.400	0.100
9402	0.450	1.500	0.100
9403	0.450	1.600	0.100
9404	0.450	1.700	0.100
9405	0.550	1.000	0.100
9406	0.550	1.100	0.100
9407	0.550	1.200	0.100
9408	0.550	1.300	0.100
9409	0.550	1.400	0.100
9410	0.550	1.500	0.100
9411	0.550	1.600	0.100
9412	0.550	1.700	0.100
9413	0.650	1.000	0.100
9414	0.650	1.100	0.100
9415	0.650	1.200	0.100
9416	0.650	1.300	0.100
9417	0.650	1.400	0.100
9418	0.650	1.500	0.100
9419	0.650	1.600	0.100
9420	0.650	1.700	0.100
9421	0.750	1.000	0.100
9422	0.750	1.100	0.100
9423	0.750	1.200	0.100
9424	0.750	1.300	0.100
9425	0.750	1.400	0.100
9426	0.750	1.500	0.100
9427	0.750	1.600	0.100
9428	0.750	1.700	0.100
9429	0.850	1.000	0.100
9430	0.850	1.100	0.100
9431	0.850	1.200	0.100
9432	0.850	1.300	0.100
9433	0.850	1.400	0.100
9434	0.850	1.500	0.100
9435	0.850	1.600	0.100
9436	0.850	1.700	0.100
9437	0.950	1.000	0.100
9438	0.950	1.100	0.100
9439	0.950	1.200	0.100
9440	0.950	1.300	0.100
9441	0.950	1.400	0.100
9442	0.950	1.500	0.100
9443	0.950	1.600	0.100
9444	0.950	1.700	0.100
9445	1.050	1.000	0.100
9446	1.050	1.100	0.100
9447	1.050	1.200	0.100
9448	1.050	1.300	0.100
9449	1.050	1.400	0.100
9450	1.050	1.500	0.100
9451	1.050	1.600	0.100
9452	1.050	1.700	0.100
9453	1.150	1.000	0.100
9454	1.150	1.100	0.100
9455	1.150	1.200	0.100
9456	1.150	1.300	0.100
9457	1.150	1.400	0.100
9458	1.150	1.500	0.100
9459	1.150	1.600	0.100
9460	1.150	1.700	0.100
9461	1.250	1.000	0.100
9462	1.250	1.100	0.100
9463	1.250	1.200	0.100
9464	1.250	1.300	0.100
9465	1.250	1.400	0.100
9466	1.250	1.500	0.100
9467	1.250	1.600	0.100
9468	1.250	1.700	0.100
9469	1.350	1.000	0.100
9470	1.350	1.100	0.100
9471	1.350	1.200	0.100
9472	1.350	1.300	0.100
9473	1.350	1.400	0.100
9474	1.350	1.500	0.100
9475	1.350	1.600	0.100
9476	1.350	1.700	0.100
9477	1.450	1.000	0.100
9478	1.450	1.100	0.100
9479	1.450	1.200	0.100
9480	1.450	1.300	0.100
9481	1.450	1.400	0.100
9482	1.450	1.500	0.100
9483	1.450	1.600	0.100
9484	1.450	1.700	0.100
9485	1.550	1.000	0.100
9486	1.550	1.100	0.100
9487	1.550	1.200	0.100
9488	1.550	1.300	0.100
9489	1.550	1.400	0.100
9490	1.550	1.500	0.100
9491	1.550	1.600	0.100
9492	1.550	1.700	0.100
9493	1.650	1.000	0.100
9494	1.650	1.100	0.100
9495	1.650	1.200	0.100
9496	1.650	1.300	0.100
9497	1.650	1.400	0.100
9498	1.650	1.500	0.100
9499	1.650	1.600	0.100
9500	1.650	1.700	0.100
9501	0.050	1.000	0.200
9502	0.050	1.100	0.200
9503	0.050	1.200	0.200
9504	0.050	1.300	0.200
9505	0.050	1.400	0.200
9506	0.050	1.500	0.200
9507	0.050	1.600	0.200
9508	0.050	1.700	0.200
9509	0.150	1.000	0.200
9510	0.150	1.100	0.200
9511	0.150	1.200	0.200
9512	0.150	1.300	0.200
9513	0.150	1.400	0.200
9514	0.150	1.500	0.200
9515	0.150	1.600	0.200
9516	0.150	1.700	0.200
9517	0.250	1.000	0.200
9518	0.250	1.100	0.200
9519	0.250	1.200	0.200
9520	0.250	1.300	0.200
9521	0.250	1.400	0.200
9522	0.250	1.500	0.200
9523	0.250	1.600	0.200
9524	0.250	1.700	0.200
9525	0.350	1.000	0.200
9526	0.350	1.100	0.200
9527	0.350	1.200	0.200
9528	0.350	1.300	0.200
9529	0.350	1.400	0.200
9530	0.350	1.500	0.200
9531	0.350	1.600	0.200
9532	0.350	1.700	0.200
9533	0.450	1.000	0.200
9534	0.450	1.100	0.200
9535	0.450	1.200	0.200
9536	0.450	1.300	0.200
9537	0.450	1.400	0.200
9538	0.450	1.500	0.200
9539	0.450	1.600	0.200
9540	0.450	1.700	0.200
9541	0.550	1.000	0.200
9542	0.550	1.100	0.200
9543	0.550	1.200	0.200
9544	0.550	1.300	0.200
9545	0.550	1.400	0.200
9546	0.550	1.500	0.200
9547	0.550	1.600	0.200
9548	0.550	1.700	0.200
9549	0.650	1.000	0.200
9550	0.650	1.100	0.200
9551	0.650	1.200	0.200
9552	0.650	1.300	0.200
9553	0.650	1.400	0.200
9554	0.650	1.500	0.200
9555	0.650	1.600	0.200
9556	0.650	1.700	0.200
9557	0.750	1.000	0.200
9558	0.750	1.100	0.200
9559	0.750	1.200	0.200
9560	0.750	1.300	0.200
9561	0.750	1.400	0.200
9562	0.750	1.500	0.200
9563	0.750	1.600	0.200
9564	0.750	1.700	0.200
9565	0.850	1.000	0.200
9566	0.850	1.100	0.200
9567	0.850	1.200	0.200
9568	0.850	1.300	0.200
9569	0.850	1.400	0.200
9570	0.850	1.500	0.200
9571	0.850	1.600	0.200
9572	0.850	1.700	0.200
9573	0.950	1.000	0.200
9574	0.950	1.100	0.200
9575	0.950	1.200	0.200
9576	0.950	1.300	0.200
9577	0.950	1.400	0.200
9578	0.950	1.500	0.200
9579	0.950	1.600	0.200
9580	0.950	1.700	0.200
9581	1.050	1.000	0.200
9582	1.050	1.100	0.200
9583	1.050	1.200	0.200
9584	1.050	1.300	0.200
9585	1.050	1.400	0.200
9586	1.050	1.500	0.200
9587	1.050	1.600	0.200
9588	1.050	1.700	0.200
9589	1.150	1.000	0.200
9590	1.150	1.100	0.200
9591	1.150	1.200	0.200
9592	1.150	1.300	0.200
9593	1.150	1.400	0.200
9594	1.150	1.500	0.200
9595	1.150	1.600	0.200
9596	1.150	1.700	0.200
9597	1.250	1.000	0.200
9598	1.250	1.100	0.200
9599	1.250	1.200	0.200
9600	1.250	1.300	0.200
9601	1.250	1.400	0.200
9602	1.250	1.500	0.200
9603	1.250	1.600	0.200
9604	1.250	1.700	0.200
9605	1.350	1.000	0.200
9606	1.350	1.100	0.200
9607	1.350	1.200	0.200
9608	1.350	1.300	0.200
9609	1.350	1.400	0.200
9610	1.350	1.500	0.200
9611	1.350	1.600	0.200
9612	1.350	1.700	0.200
9613	1.450	1.000	0.200
9614	1.450	1.100	0.200
9615	1.450	1.200	0.200
9616	1.450	1.300	0.200
9617	1.450	1.400	0.200
9618	1.450	1.500	0.200
9619	1.450	1.600	0.200
9620	1.450	1.700	0.200
9621	1.550	1.000	0.200
9622	1.550	1.100	0.200
9623	1.550	1.200	0.200
9624	1.550	1.300	0.200
9625	1.550	1.400	0.200
9626	1.550	1.500	0.200
9627	1.550	1.600	0.200
9628	1.550	1.700	0.200
9629	1.650	1.000	0.200
9630	1.650	1.100	0.200
9631	1.650	1.200	0.200
9632	1.650	1.300	0.200
9633	1.650	1.400	0.200
9634	1.650	1.500	0.200
9635	1.650	1.600	0.200
9636	1.650	1.700	0.200
9637	0.050	1.000	0.300
9638	0.050	1.100	0.300
9639	0.050	1.200	0.300
9640	0.050	1.300	0.300
9641	0.050	1.400	0.300
9642	0.050	1.500	0.300
9643	0.050	1.600	0.300
9644	0.050	1.700	0.300
9645	0.150	1.000	0.300
9646	0.150	1.100	0.300
9647	0.150	1.200	0.300
9648	0.150	1.300	0.300
9649	0.150	1.400	0.300
9650	0.150	1.500	0.300
9651	0.150	1.600	0.300
9652	0.150	1.700	0.300
9653	0.250	1.000	0.300
9654	0.250	1.100	0.300
9655	0.250	1.200	0.300
9656	0.250	1.300	0.300
9657	0.250	1.400	0.300
9658	0.250	1.500	0.300
9659	0.250	1.600	0.300
9660	0.250	1.700	0.300
9661	0.350	1.000	0.300
9662	0.350	1.100	0.300
9663	0.350	1.200	0.300
9664	0.350	1.300	0.300
9665	0.350	1.400	0.300
9666	0.350	1.500	0.300
9667	0.350	1.600	0.300
9668	0.350	1.700	0.300
9669	0.450	1.000	0.300
